Pulse;Camera;Time;Category;Comments
92736;KL12-O1WC;51,8;UFOs;Two massive UFOs on the HFS
92735;KL12-O1WC;47,5;UFOs;Many UFOs on HFS
92728;KL11-P1DB;54,96;UFOs;UFOs starting frame 899
92723;KL11-P1DB;885,0;UFOs;"UFOs at frames 885-6, 1115, 1123,
1147-8"
92710;KL12-O1WC;53,718;UFOs;UFO on the outer wall on frames 394-395 and on the inner wall on frames 352, 354, 769.
92709;KL12-O1WC;64,26;UFOs;Big UFO on the inner wall at 64.26s and small UFOs on frames 796-798.
92708;KL11-P1DB;65,46;UFOs;Stack B bouncing UFO creates new hotspot
92462;kl11-p1da;50,141;UFOs;From Frame #658 to #675 (Divertor)
92461;kl7-e8wb;;UFOs;Lots of UFOs from frame #963
92458;kl7-e8wb;48,155;UFOs;UFO coming down tangentially from UDP (from 48.155s to 48.259s)
92441;kl11-p1db;49,758;UFOs;UFOs from tile 4
92437;kl11-p1db;54,975;UFOs;Dust shaken loose by disruption.
92410;kl14-p5wa;51,261;UFOs;The temperature of the IWGL increases as well as the UPDT. But it is due to this event
92405;kl11-p1db;50,958;UFOs;Nice UFOs due to sweeping between T5 and T6. Specially large at 51 s.
92394;kl11-p1db;41,9;UFOs;several UFOs
92379;kl14-p5wa;50,301;UFOs;"Some UFOs from divertor (tile 6 at
49.91 sec and other UFOs at 50.301 sec)"
92377;kl11-p1da;56,14;UFOs;Some UFOs from tile 9 after the disruption
92305;kl11-p1db;46,9;UFOs;UFO ending under tile 5
92270;kl11-p1db;55,478;UFOs;Many UFOs from tile 8-9
92269;kl11-p1db;50,018;UFOs;Many UFOs from tile 8-9 after disruption
92253;kl1-p4da;49,062;UFOs;Several particles from divertor over next few seconds
92246;kl11-p1db;45,398;UFOs;Disruption hit tile 8 and liberated lots of stuff
92239;kl11-p1db;49,498;UFOs;
92239;kl1-p4db;51,101;UFOs;There is an UFO that just before the disruption.
92233;kl14-o5wc;45,7;UFOs;UFO/glow
92230;kl11-p1db;49,5;UFOs;very nice UFOs
92221;kl11-p1db;44,5;UFOs;UFOs at 44.5s
92221;kl11-p1db;;UFOs;Sourece of UFOs possibly hotspot 0
92217;kl11-p1db;47,578;UFOs;A big UFO from tile 6
92216;kl11-p1db;50,538;UFOs;"some UFOs from tile 6 between
48.6 and 50.6 s"
92215;kl11-p1db;53,798;UFOs;many UFOs after disruption
92214;kl11-p1db;48,998;UFOs;many UFOs from tile 6
92213;kl11-p1db;49,818;UFOs;many UFOs from tile 6 and 7
92208;kl14-p5wa;46,241;UFOs;an event near the outer wall [2 frames]. Same time, also in kl1- p4db something can be seen.
92207;kl11-p1da;50,08;UFOs;event from the divertor (probably impurities) [3 frames]
92207;kl11-p1da;49,74;UFOs;event from the divertor (probably impurities) [3 frames]
92205;kl11-p1da;49,121;UFOs;An event (impurities probably) from the divertor (3 frames)
92185;kl11-p1db;43,538;UFOs;Not sure it is UFOs or dust. The event lasts for few frames before the disruption. Reported to the SL.
92183;kl14-o5wc;49,319;UFOs;Not sure it is a UFO or just reflection.
92116;kl11-p1db;49,638;UFOs;Very large number of UFOs, mainly from T5 with some from T6 etc, plenty of Tungsten in the plasma.
92116;kl14-o5wc;47,744;UFOs;Various man chamber UFOs between 47 - 49s, some look like they come from Oct 4 NBI duct but others look like they enter the plasma near the LH antenna. Also saw on KL10-P4LA live display but this camera does not record data.
92066;kl14-o5wc;55,66;UFOs;UFOs starting at 55.45
92050;kl11-p1db;47,718;UFOs;One UFO from tile 8 to tile 1
92049;kl11-p1db;49,738;UFOs;Some UFOs after disruption from tile 6
92049;kl11-p1db;45,158;UFOs;A small UFO from tile 7
92036;kl11-p1db;46,578;UFOs;Multiple UFOs from tile6 and tile 5 (46.578s). Cleaning of tiles.
92035;kl11-p1db;50,278;UFOs;Multiple UFOs from tile5. Cleaning of tiles.
92034;kl11-p1db;52,278;UFOs;Multiple UFOs from tile5. Pulse for cleaning of tiles.
92001;kl11-p1db;53,758;UFOs;UFOs at several times in divertor
91991;kl2d-p8tb;49,222;UFOs;UFOs
91991;kl11-p1db;51,178;UFOs;UFOs *before* disruption
91990;kl2p8tb;53,601;UFOs;Many UFOs after disruption
91990;kl11-p1da;53,5;UFOs;Many divertor UFOs during disruption
91945;kl14-o5wc;47,796;UFOs;"Series of 5 UFOs at top of plasma: 47.796s, 48.516s, 50.116s,
51.235s, 51.515s,"
91863;kl11-p1db;48,638;UFOs;UFO emerging from under tile 7. Another one at 48.938
91795;kl14-o5wc;55,619;UFOs;"""Big"" piece of ""something"" @55.619"
91791;kl14-o5wc;55,588;UFOs;Very tiny sparks @55.588
91749;kl14-p5wa;44,621;UFOs;Particularly large Cu blob from Oct 4 NBI, seen by KL14 PIW and Op cams.
91742;kl1-p4db;44,521;UFOs;Copper UFO from Oct. 4 NBI, seen on both KL14 (operation and PIW) and in the foreground on KL1-P4DB.
91715;kl14-o5wc;42,012;UFOs;UFO just above divertor
91714;kl14-o5wc;41,411;UFOs;UFO
91696;kl14-p5wa;57,341;UFOs;Large particle enters top of plasma prior to disruption.
91542;kl11-p1db;50,338;UFOs;UFO found near tile 1
91536;kl11-p1db;53,838;UFOs;UFOs in tile 6
91525;kl11-p1db;55,638;UFOs;UFO from tile 4 to outer divertor, frames 933-941
91512;kl11-p1db;56,477;UFOs;"Nice UFO. Added to the ""VSO Picture of the Session"" wiki page."
91497;kl14-o5wc;52,886;UFOs;Spectacular injection of Cu from Octant 4 NBI causing disruption, also visible on KL1-O4WB and KL14- P5WA.
91452;kl14-p5wa;53,321;UFOs;UFO, probably Cu (seen in spectrocopy)
91443;kl11-p1da;53,021;UFOs;Cu impurity
91380;kl14-o5wc;59,815;UFOs;UFO frame 572 between UDP and IWGL top
91378;kl14-o5wc;58,155;UFOs;UFO frame 530 close to BEIO
91343;kl14-o5wc;44,945;UFOs;Copper from Oct 4 NBI again, smaller than previous pulses. Large UFO just after on KL1 divertor, maybe same thing?
91341;kl14-p5wa;44,721;UFOs;Copper from NBI
91340;kl14-o5wc;44,716;UFOs;Copper from NBI
91334;kl11-p1db;46,958;UFOs;UFO from left of view
91331;kl11-p1da;47,54;UFOs;UFO's flying from Tile#6 upwards (frames 528-533)
90932;KL7-E8WB;59,765;UFOs;Dust events (frames 1292-1298)
90924;kl1-o8wa;60,087;UFOs;UFO event just in front of KL7 endoscope, seen by PIW, Operations and experiment cameras. Coincident with alumina in plasma.
90919;kl14-o5wc;57,026;UFOs;"Main chamber UFOs at 57.026,
60.066 and 60.626, the second two correlate with observed Ti events."
90907;kl11-p1db;;UFOs;UFOs, camera: kl11-p1db, frames: 1090-1094
90793;kl14-o5wc;51,044;UFOs;Large main chamber UFO on KL14.
90787;kl11-p1db;43,898;UFOs;Large number of UFOs enthusiastically liberated from the top of Tile 8 by the disruption.
90702;KL1-O4WB;;UFOs;Particles falling from the upper dump plates towards the divertor? (Time 59.140s and 59.180 s)
90659;KL11-P1DB;49,658;UFOs;Lots of UFOs on KL11-P1DB/KL11/ P1DA after disruption
90322;KL11-P1DB;48,558;UFOs;Lot of UFOs at 48.6s after disruption.
90319;KL11-P1DB;51,678;UFOs;Lotof UFOs after disruption (51.6s)
90290;KL11-P1DB;45,858;UFOs;large UFOs from divertor, frames 444-449
90250;KL11-P1DB;;UFOs;Lots of UFOs between 48 to 49s
90231;KL11-P1DA;50,981;UFOs;UFOs in divertor
90193;KL11-P1DB;46,238;UFOs;Particle events linked to radiation events.
90190;KL11-P1DB;45,478;UFOs;Particle events linked to radiation events.
90188;KL11-P1DB;45,698;UFOs;Particles emitted from usual place follow ELM at 45.658 W radiation event follows.
90184;KL11-P1DB;47,338;UFOs;Particle might be cause of event     or not?
90168;KL14-O5WC;45,178;UFOs;Big main chamber UFO event visible on KL14 operation and protection cameras. Correlated with impurity event in plasma.
90104;KL11-P1DA;51,1;UFOs;Something liberated from T8 became UFOs.
89975;KL7-P8WA;53,177;UFOs;Cu injected from oct 8 NBI
89871;KL11-P1DB;51,258;UFOs;Bright UFO at the top of the image on KL11. SImilar thing dimly visible on KL14-P5WA about 14 frames earlier.
89870;KL7-E8WB;50,628;UFOs;Various UFOs visible on KL7 after disruption.
89701;KL11-P1DB;51,318;UFOs;UFO liberated from Tile 6 on KL11- P1DB
89635;KL11-P1DB;55,338;UFOs;UFO's divertor 55.3s
89607;KL11-P1DA;50,801;UFOs;"W event from tile 6; nice after pulse UFOs too"
89604;KL11-P1DB;50,761;UFOs;impurity explosion from tile 6
89501;KL2D-P8TB;53,381;UFOs;Various UFOs from Tile 6 starting at this time on KL2D, KL11 and KL1 - pulse stopped on impurity peaking.
89472;KL2D-P8TB;49,0;UFOs;Many UFOs leading to disruption. Looks like some are particles lifted off Til5 ? Mainly KL2D-P8TB from49s onwards.
89458;KL1-P4DB;46,761;UFOs;Same situation than before (near ROI13). Then plasma disrupts
89457;KL1-P4DB;46,741;UFOs;It seems that something is plucked off from tile 6 and then heats it.
89448;KL11-E1DF;53,147;UFOs;UFO starting at 53.147 s and 53.944 s
89441;KL11-P1DB;57,617;UFOs;UFO from Tile 6 may cause bad termination
89440;KL11-P1DB;59,137;UFOs;"DIMPLE: KL11-P1DB sees UFOs at
frame 1108 which seem to cause disruption."
89325;KL11-P1DA;54,161;UFOs;UFO at 54.161 sec
89317;KL11-P1DB;43,081;UFOs;UFO heats tiles 6 and 7 just before disruption
89243;KL11-P1DB;53,779;UFOs;UFO bouncing 3 times toroidally around
89239;KL11-P1DB;54,319;UFOs;Tungsten particles from T6
89237;KL11-P1DB;51,479;UFOs;Unusual shape UFO
89132;KL14-P5WA;46,9;UFOs;UFO at 46.9 sec
89127;KL11-P1DB;54,619;UFOs;UFOs during disruption frame 882, originating from B&C tiles
89111;KL1-P4DB;54,061;UFOs;Blobs seemingly originating in the Inner Divertor - related to the disruption? Coincident with Argon event.
89020;KL14-P5WA;57,421;UFOs;Cu from octant 4 NBI
88973;KL14-O5WC;41,813;UFOs;particles falling down at plasma start-up
88891;KL11-P1DA;52,361;UFOs;2 UFOs prouting from Tile 8 on frame 769
88888;KL11-P1DB;52,699;UFOs;UFO flying across tile #5 and hits tile#6 and desintegrate camera (Frames: 786-788) Time:52.699
88846;KL14-P5WA;48,801;UFOs;Cu from octant 4 NBI leading to disruption
88808;KL11-P1DB;53,339;UFOs;Event at 53.34 which ejects particles from Tile 6, also a big UFO coming round the torus in to KL11 FOV.
88759;KL11-P1DB;63,858;Hotspots;Hotspot flys off surface > frame 1340 onwards
88720;KL14-P5WA;50,56;UFOs;iron/alum. blob falling down in oct 4
88719;KL14-P5WA;58,4;UFOs;big copper from oct 4 NBI, but survived
88718;KL11-P1DB;50,22;UFOs;tile 6 dirt exploding
88717;KL11-P1DB;59,16;UFOs;tile 6 dirt exploding
88717;KL11-P1DB;49,72;UFOs;tile 6 dirt exploding
88716;KL11-P1DB;50,7;UFOs;tile 6 dirt exploding
88716;KL11-P1DB;59,16;UFOs;tile 6 dirt exploding
88716;KL11-P1DB;61,22;UFOs;tile 6 dirt exploding
88716;KL11-P1DB;51,96;UFOs;tile 6 dirt exploding
88716;KL11-P1DB;50,7;UFOs;tile 6 dirt exploding
88692;KL1-P4DB;62,0;UFOs;A lot of particles coming out of divertor on KL11 cameras between 62s and disruption at 62.18s
88687;KL11-P1DB;52,259;UFOs;Large UFO shower on KL11 seen at disruption 52.259 - effect not cause
88610;KL14-P5WA;49,781;Comments;particles from oct. 4 NBI cause disruption
104566;KLDT-P5TB;58,62;UFOs;Looks like some sort UFO or an impact on divertor tile, seems to split into multiple objects though there is low detail
104552;KLDT-O5WB;54,0806;UFOs;White UFO seen on outerwall (one frame) and then at 55.88596s some blueish UFOs (3 frames).
104551;KLDT-O5WB;48,69263;UFOs;Some UFOs flying around the vessel during the whole pulse (very likely Be and Ti).
104549;KLDT-O5WB;41,1179;UFOs;Blue UFO seen during the breakdown close to tile 10 also seen by protection camera KLDT- P5WA.
104523;KLDT-O5WB;53,61013;UFOs;UFO on the outerwall close to the WOPL, seen also by KLDT-E5WD
104520;KLDT-O5WB;51,78857;UFOs;"UFO seen on outerwall also at
54.27s. During all pulse a few UFOs seen also on UDPT the biggest one at 52.99s."
104518;KLDT-O5WB;49,1504;UFOs;UFO on UDPT (Ti according to JETDSP), also seen by KLDT-E5We camera (few frames) and also one frame by KLDT-E5WD camera.
104513;KLDT-E5WD;42,7;UFOs;Several UFO's observed over ~3 seconds at the start of the pulse. Not visible with the protection camera.
104498;KLDT-O5WB;54,44235;UFOs;Usual flurry of UFOs
104496;KLDT-O5WB;54,57558;UFOs;UFO seen near outer wall
104495;KLDT-O5WB;55,37656;UFOs;The usual light show - a fair few UFOs seen throughout pulse
104494;KLDT-O5WB;54,63905;UFOs;UFO seen near outer wall
104465;KLDT-O5WB;53,65956;UFOs;UFOs spotted b/w frames 390-411 around UPDP
104465;KLDT-O5WB;51,53241;UFOs;There is a big bright blob in frame 337
104464;KLDT-O5WB;41,78479;UFOs;UFO spotted in frames 94 & 127
104462;KLDT-O5WB;54,1327;UFOs;UFOS coming from outerwall during disruption seen also by KLDT-E5WD camera.
104460;KLDT-O5WB;48,52784;UFOs;Yellow UFO on the outboard side over few frames (no information on the spectroscopy about it).
104458;KLDT-O5WB;40,37591;UFOs;Small UFO visible during the breakdown but also seen by KLDT- P5WA camera.
104455;KLDT-O5WB;47,74825;UFOs;UFOs appeared on UDPT (Ti).
104454;KLDT-O5WB;50,63962;UFOs;Huge UFO appeared on UDPT but smaller UFOs begun to appear as early as around 48.75s.(very likely Ti according to JETDSP).
104446;KLDT-O5WB;56,64148;UFOs;Release of particles from divertor region. Benign event with no significant heat loads
104417;KLDT-O5WB;49,962;UFOs;Large number of UFOs throughout pulse
104409;KLDT-P5TB;52,28071;UFOs;Debris in the diverter just before disruption.
104409;KLDT-O5WB;50,47418;UFOs;Bright spot on outer wall component.
104406;KLDT-O5WB;48,08302;UFOs;UFO's around reionisation plate and falling from UDPT for the majority of the pulse, as seen in previous session. Probably Ti.
104398;KLDT-O5WB;47,38488;UFOs;Another flurry of Titanium UFOs up until the disruption at 49.39189s.
104397;KLDT-O5WB;47,41223;UFOs;Same flurry of Titanium UFOs due to kicks until the disruption at 51.98817s. Look at tile 9 on frame 347.
104396;KLDT-O5WB;47,44786;UFOs;Flurry of Titanium UFOs lasting until the disruption at 48.41107s
104395;KLDT-O5WB;47,35676;UFOs;Many many Titanium (and a few Berillium )events until the disruption at 56.067s
104392;KLDT-O5WB;50,05964;UFOs;Large UFO's being continuously generated by the UDPT. Similar even observed throughout the session.
104390;KLDT-O5WB;47,63654;UFOs;UFO's falling from the UDPT's for the rest of the pulse.
104389;KLDT-O5WB;51,40242;UFOs;Flakes of Ti around UDPT and UFO's before disruption.
104386;KLDT-O5WB;70,11277;UFOs;Bright spot, disruption and lots of UFO's.
104383;KLDT-O5WB;45,16352;UFOs;A few small UFO's which may have led to the disruption.
104383;KLDT-O5WB;42,03335;UFOs;UFO hits outer diverter creating splash pattern.
104382;KLDT-O5WB;58,30218;UFOs;A couple of UFO's in the diverter for the first pulse of the day.
104336;KLDT-O5WB;53,45166;UFOs;Rather funky looking UFO's cloud flying everywhere for two frames after distruption in divertor area.
104335;KLDT-O5WB;60,02173;UFOs;Lots of UFO's at end of pulse, frame 544 to 549
104329;KLDT-O5WB;53,51553;UFOs;A few single frame UFO's
104315;KLDT-O5WB;57,57825;UFOs;Many Ti UFOs for half a second
104314;KLDT-E5WE;41,04429;UFOs;Nifty UFO that splits into 3 parts.
104291;KLDT-P5TB;59,03907;UFOs;UFOs in divertor starting just before the disruption.
104289;KLDT-O5WB;46,06;UFOs;Multiple UFOs from upper dump plate 46-48s
104279;KLDT-O5WB;48,07181;UFOs;For over half a second, many UFOs coming from Outer limiters
104275;KLDT-O5WB;47,86936;UFOs;Several UFOs for a second
104262;KLDT-O5WB;51,29;UFOs;Significant UFOs throughout pulse, specfically around outer wall limiters, interesting looking one at specified time
104230;KLDT-O5WB;54,36047;UFOs;Numerous UFOs through out pulse
104229;KLDT-O5WB;51,9415;UFOs;Minor UFOs from Inner wall guard limiter beam
104228;KLDT-O5WB;49,43048;UFOs;Multiple UFO's throughout pulse
104223;KLDT-O5WB;50,67029;UFOs;UFO on frame 315and near diverter on frames 382 & 384
104217;KLDT-O5WB;49,77208;UFOs;Quite a spectacular showing of UFOs throughout pulse as usual
104216;KLDT-O5WB;48,53615;UFOs;Quite a spectacular show of UFOs seen throughout pulse, especially in divertor region.
104213;KLDT-O5WB;56,35641;UFOs;Another cleaning pulse so a lot of UFOs seen as expected
104211;KLDT-O5WB;53,54128;UFOs;Some more UFOs seen throughout pulse - appear to mostly be seen near upper dump plate.
104210;KLDT-O5WB;40,71585;UFOs;A lot of UFOs seen throughout pulse, which makes sense since it was a cleaning pulse
104206;KLDT-O5WB;47,89729;UFOs;Quite a few UFOs during disruption, possibly coming from the reionization plate
104204;KLDT-O5WB;48,20646;UFOs;Bright Titanium UFO seen falling into plasma - confirmed via spectroscopy
104201;KLDT-O5WB;42,4445;UFOs;Bright UFO near upper dump plate, which then explodes
104199;KLDT-O5WB;50,62439;UFOs;Frame: #314 at the outer wall
104199;KLDT-O5WB;50,42392;UFOs;Frame: #309 at the UDPT
104199;KLDT-O5WB;50,34362;UFOs;Frame: #307
104195;KLDT-O5WB;50,01548;UFOs;UFOS events on the lower field side extending from frames: #298 to #303 but the unusual one takes place at frame number #299
104177;KLDT-O5WB;50,92715;UFOs;UFOs spotted b/w 50.6s- 51.0s
104176;KLDT-O5WB;51,1745;UFOs;several UFOs spotted between 51.1-53.3s
104174;KLDT-O5WB;50,68639;UFOs;Several UFOs around upper dump plate from 50s-55s
104173;KLDT-O5WB;50,23474;UFOs;several UFOs spotted mainly around UDPL from 50.2-56.7s
104172;KLDT-O5WB;40,23552;UFOs;"Weird blue streak at 40.235s and several UFOs spotted b/w
51.9s-54.6s"
104143;KLDT-O5WB;51,57829;UFOs;Large sparkle seen near upper dump plate - splits off into multiple UFOs
104143;KLDT-O5WB;51,41776;UFOs;Multiple UFOs seen around reactor
104143;KLDT-O5WB;50,85563;UFOs;UFO seen on inner wall
104137;KLDT-O5WB;46,45;UFOs;bright UFO near upper dump plate
104129;KLDT-O5WB;53,80412;UFOs;Bright yellow UFO from outer wall. Not visible on protection cam.
104128;KLDT-P5TB;50,95177;UFOs;UFO in two frames in divertor
104088;KLDT-P5WA;48,92667;UFOs;Small flash near outer wall. Coincident with a fairly spectacular set of blue streamers on ops cam.
104088;KLDT-O5WB;47,35488;UFOs;Bright white flash. Not visible on prtoection cam.
104073;KLDT-O5WB;48,55054;UFOs;Particles at the outboard side hroughout the pulse
104073;KLDT-O5WB;48,14945;UFOs;Particles falling from the top throughout the pulse
104072;KLDT-O5WB;49,12656;UFOs;Particles falling from the top throughout the pulse
104072;KLDT-O5WB;48,16323;UFOs;Particles at the outboard side hroughout the pulse
104071;KLDT-O5WB;48,99824;UFOs;Particles falling from the top throughout the pulse
104071;KLDT-O5WB;48,39603;UFOs;Particles at the outboard side hroughout the pulse
104070;KLDT-O5WB;48,89132;UFOs;Lots of UFOs fallign from the top of the vessel from this point until the end of the pulse
104069;KLDT-O5WB;50,58572;UFOs;Lots of particles falling down fro mthe top of the vessel from this point until the end of the pulse
104069;KLDT-P5TB;52,39231;UFOs;Hot particle on the top of tile 8 heating up (starting ~49.665 s) and eventually flying away
104065;KLDT-O5WB;48,82916;UFOs;Lot of UFOs at the top of the vessel, until ~51.87873
104056;KLDT-P5WA;50,98386;UFOs;Large UFO falls into plasma and causes disruption. Can also be seen on KLDT-O5WB falling from upper dump plate.
104055;KLDT-O5WB;41,98616;UFOs;Titanium UFO seen dropping from upper dump plate and exploding - clear peak in spectroscopy at this time
104052;KLDT-O5WB;67,39208;UFOs;Quite a few Beryllium UFOs from the outer wall - 2 frames. Another very bright at 68.19443 for 3 frames.
104050;KLDT-O5WB;48,95893;UFOs;"More Titanium UFOs @47.99602, 48.79855, 48.95893 (2frames),
49.40066, 49.76191 (2 frames),
51.00629 (also a very cool frame of the start of DMV gas where some tendrils from the cloud are visible)"
104048;KLDT-O5WB;48,22376;UFOs;Very bright Ti(?) UFO from UPDT. Blue one at 48.34422. Curious 2 at 48.42452 for 4 frames. Blue jet at 48.62529. Another Ti(?) UFO at 51.75566.
104019;KLDT-O5WB;50,42563;UFOs;UFO spotted in a single frame close to divertor region
104008;KLDT-O5WB;50,88689;UFOs;Bright event visible in the divertor region towards LFS
103985;KLDT-O5WB;57,42228;UFOs;Ufo briefly seen near upper dump plate
103983;KLDT-O5WB;53,00312;UFOs;Another ufo near upper dump plate
103983;KLDT-O5WB;50,67544;UFOs;Ufo appears briefly near upper dump plate
103982;KLDT-O5WB;49,7809;UFOs;UFO appears near outer wall for single frame
103981;KLDT-O5WB;53,69633;UFOs;UFO breaks off from outer wall and moves across to the right in following frames
103981;KLDT-O5WB;51,08846;UFOs;UFO (?) see near upper dump plates. Only appears for a single frame
103980;KLDT-O5WB;41,74925;UFOs;Again we see a number of UFOs appear near divertor towards start of pulse and can be seen for a few frames
103979;KLDT-O5WB;42,034738;UFOs;A number of UFOs appear towards start of pulse near divertor. Visible for a number of frames.
103977;KL11-P1DB;48,33798;UFOs;UFO appears to shoot from tile 1 or 3
103977;KLDT-O5WB;57,96719;UFOs;Bright spot near inner wall
103976;KL11-P1DB;48,33798;UFOs;Numerous UFOs visible as debris is ejected out from the inner diverter region. Probable cause of disruption event ~0.3 seconds after UFOs appeared.
103966;KL11-P1DB;44,63827;UFOs;Several UFOs appear during pulse and disruption on the divertor seen also by KL11-E1DD.
103966;KLDT-O5WB;42,29933;UFOs;UFOs coming during the pulse from tile 7 very likely.
103966;KLDT-O5WB;44,86778;UFOs;Blue UFO visible on innerwall two frames.
103965;KLDT-O5WB;52,97719;UFOs;A pretty big UFO coming down from UDPT.
103961;KL11-P1DB;57,45729;UFOs;UFOs coming from Tile 6/7, as in the previous pulse, seen by all cameras looking at the divertor.
103960;KL11-P1DB;57,05732;UFOs;Many UFOs coming from Tile 6/7 seen also by cameras: KLDT-O5WB, KL2D-P8TB, KLDT-P5TB, KL9B-E8TA, KLDT-E5TA, KL11-E1DD and KLDT- E5WE.
103958;KLDT-O5WB;51,23575;UFOs;UFO apear on the UDPT and on REION4 at 51.23575s.
103955;KLDT-O5WB;52,90433;UFOs;UFOs in the divertor region b/w 371-400 frames
103954;KLDT-O5WB;41,7598;UFOs;UFO in divertor region
103952;KLDT-O5WB;42,02267;UFOs;Several UFOs spotted b/w 41.7-42.6seconds
103950;KLDT-O5WB;54,12695;UFOs;A flurry of UFO's in similar position to previous session pulses.
103948;KL11-P1DB;51,09776;UFOs;Large UFO hit on divertor frame 706.
103948;KLDT-O5WB;50,55536;UFOs;A series of small UFO's in the UDPT region frames 312-320. Similar events seen throughout pulse.
103944;KL11-P1DB;54,87752;UFOs;Is this UFO's released from divertor at point of disruption or just plasma? Frames 895 to 903.
103942;KL11-P1DB;50,63784;UFOs;UFO wizzing around divertor, frames 683-691.
103942;KL11-P1DB;46,29813;UFOs;UFO bouncing and scattering off outer divertor frames 466-487. Also seen on O5BW frames 211-223.
103941;KLDT-O5WB;43,47919;UFOs;"UFO in UDPT region frame 136-141 (smaller one visible at frame
128-129). Really clear on KLDT- E5WD frames 353-361 and also on KLDT-P5WA frame 213."
103925;KLDT-O5WB;54,27813;UFOs;"Multiple UFOs at different times. The one here is the brightest. Other times: 53.55584s, 53.87705s, 53.99738s, 54.11767s, 54.23807s
and 54.59943s)"
103923;KLDT-O5WB;52,92538;UFOs;"Multiple UFOs at observed at the UDPT, outer wall, and divertor (other times are: 49.07283s, 49.27366s, 52.68486s and
52.64471s)"
103918;KLDT-O5WB;55,78395;UFOs;Ti UFO over 7 frames (one frame has no UFO)
103913;KLDT-O5WB;49,39117;UFOs;A blue UFO seen on WOPL and a few frames later other, as well a typical UFO appears on UDPT.
103912;KLDT-O5WB;48,43746;UFOs;Blue UFO appear on inner wall (?)
103906;KLDT-O5WB;48,47687;UFOs;A typical UFO has appeared on UDPT.
103889;KLDT-O5WB;44,67246;UFOs;Unusual UFO on the outer bottom for 2 frames.
103888;KLDT-O5WB;43,48447;UFOs;splitting Ti UFO over 4 frames
103885;KLDT-O5WB;45,69006;UFOs;Interestingly shaped Ti UFO
103858;KLDT-O5WB;50,12231;UFOs;UFO appeared on the WOPL and later few UFOs on UDPT (Ti).
103857;KLDT-O5WB;50,31643;UFOs;Another pulse during which a UFO (Ti) appeared on UDPT more than once.
103855;KLDT-O5WB;49,98858;UFOs;A few UFOs (Ti-according to JETDSP) from time to time appeared on UDPT throughout the pulse.
103855;KL11-P1DB;55,41744;UFOs;UFOs probably coming from T6, also visible some UFOs with end of pulse.
103853;KLDT-O5WB;50,91598;UFOs;UFOs (titanium) appear during 5 seconds of the pulse from time to time on UDPT.
103852;KL11-P1DB;56,41741;UFOs;Some UFOs arriving very likely from Tile8 during the disruption and after.
103851;KLDT-O5WB;50,51593;UFOs;"Quite a large UFO has appeared on LH antena and on UDPT also at
51.27s and 54.931s(Ti)."
103850;KLDT-O5WB;53,3262;UFOs;Big UFO on UDPT (Ti). Also few UFOs during and after disruption seen on divertor at 56.4374s by KL11-P1DB camera.
103849;KLDT-O5WB;53,88824;UFOs;Some UFOs visible around REION4 and on UDPT at 51.199s few frames.
103849;KL11-P1DB;55,01748;UFOs;A few UFOs coming from divertor during the pulse.
103848;KL11-P1DB;49,23794;UFOs;Large number of UFOs released from divertor after disruption
103838;KLDT-O5WB;48,53278;UFOs;Two titanium UFOs shortly before disruption.
103835;KLDT-O5WB;48,72395;UFOs;3 frame UFO from top. Possibly Ni
103830;KLDT-O5WB;50,91532;UFOs;Large Ti UFO
103816;KLDT-O5WB;47,52139;UFOs;Laarge UFO ffor 3 frames
103816;KLDT-O5WB;46,7988;UFOs;Laarge UFO falling from the top for 2 frames
103814;KLDT-O5WB;41,49121;UFOs;"Spectacular ""exploding"" UFO at start up"
103809;KLDT-O5WB;51,31883;UFOs;Is that a UFO or some radiation from a recessed are between the top inner sausages and the limiters?
103806;KLDT-O5WB;56,2243;UFOs;Titanium UFO possibly causing the disruption
103802;KLDT-E5WC;55,722;UFOs;Ti UFO (over a few frames) that may have induced the disruption because the plasma was very close to the density limit.
103800;KLDT-O5WB;50,03907;UFOs;Many UFOs throughout the pulse coming from the outer limiters
103763;KLDT-O5WB;55,08022;UFOs;Bright UFO on the outboard side
103716;KLDT-O5WB;61,16792;UFOs;UFO spotted around upper dump plate at 53.78214 and 61.16792s.
103715;KLDT-O5WB;53,03612;UFOs;Couple of UFOs spotted b/w 53 and 58 seconds
103713;KLDT-O5WB;59,57156;UFOs;Couple of UFOs spotted b/w 59 and 61 seconds.
103705;KLDT-O5WB;48,4;UFOs;Many UFOs throughout pulse over entire vessel
103702;KLDT-O5WB;47,48;UFOs;UFO impact on UDPT
103665;KL11-P1DB;48,93793;UFOs;Divertor UFO may have contributed to making plasma unhealthy
103662;KLDT-O5WB;40,77137;UFOs;Large UFO at top of vessel near start of pulse
103660;KLDT-O5WB;46,28214;UFOs;Moving flash above the outer divertor for 2 frames (maybe arc?), then another one in the same location at 46.48296.
103660;KLDT-P5TB;50,53264;UFOs;Large UFO in the divertor for 3 frames
103655;KLDT-O5WB;71,00884;UFOs;Several UFOs during the end of cleaning pulse.
103654;KLDT-O5WB;69,70896;UFOs;During cleaning pulse and disruption some UFOs flaying around the vessel.Also some UFOs seen by Kl11-P1DB camera after disruption at 69.5164s.
103652;KL11-P1DB;48,09799;UFOs;Quite many UFOs from Tile1 (seen also by KL11-E1DE camera).
103646;KL11-P1DB;48,07803;UFOs;Some UFOs coming from Tile1 just after runaways elctron.
